curr_epoch train_cost train_ler val_cost val_ler val_original val_decoded
1 953.1500434875488 0.831567794084549 365.78509521484375 0.0 chương trình này được nạp vào phần cứng qua một đoạn phim cũ có đục lỗ vì thời đó giấy khá khan hiếm                     
